EpRet,EpLen,LossQ,Q1Vals,Q2Vals,LossPi,LogPi,TestEpRet,TestEpLen,Epoch,Total_Steps
731.5105264420781,1000,3.732029438018799,91.26577,91.411644,-92.64391326904297,-3.1859345,733.8433408464726,1000,126,503999
730.2542331927989,1000,4.410078525543213,92.27088,92.501976,-92.8671875,-3.1470144,726.9866073556107,1000,127,507999
729.0996112493564,1000,3.3418145179748535,93.22361,93.2108,-94.04074096679688,-3.5625963,740.3982157992097,1000,128,511999
743.0014682538458,1000,2.5942721366882324,92.76119,92.71377,-93.58255767822266,-2.5167813,730.7924097979345,1000,129,515999
740.5718835036532,1000,5.374719619750977,91.851944,92.01241,-92.87779998779297,-3.0112922,724.8300220309441,1000,130,519999
720.3121892701727,1000,3.0995047092437744,94.61328,94.41535,-95.66603088378906,-3.1961489,748.9186330312888,1000,131,523999
727.9201434834273,1000,3.7772016525268555,91.89498,92.047226,-93.025634765625,-2.89917,728.0440073256899,1000,132,527999
735.1618233423092,1000,3.1767144203186035,94.30862,94.278496,-95.1595458984375,-3.35899,731.9707709152458,1000,133,531999
735.8061372602704,1000,4.609911918640137,92.88725,92.74422,-93.62828063964844,-3.4586093,758.9808982868437,1000,134,535999
737.0099370423571,1000,5.016351222991943,92.73298,92.46689,-93.55364227294922,-2.9055707,738.8987796623161,1000,135,539999
738.9282221346283,1000,2.9385733604431152,94.84416,94.81666,-95.78121948242188,-3.9375107,745.4730974156831,1000,136,543999
740.6278473238867,1000,5.823899745941162,92.309364,92.44113,-93.53611755371094,-3.267091,741.068309265299,1000,137,547999
744.6525091594773,1000,3.9238085746765137,91.83274,91.802444,-92.54866027832031,-3.2895486,744.7097705913745,1000,138,551999
740.8250887406749,1000,3.724344253540039,93.2705,93.25241,-94.68089294433594,-2.6707547,744.5452295827635,1000,139,555999
755.8908531444741,1000,4.844346523284912,92.749535,92.63117,-93.59703063964844,-3.283501,739.3960244712729,1000,140,559999
746.186322845442,1000,5.160822868347168,93.74893,94.11453,-94.94465637207031,-3.4029171,741.9460186973379,1000,141,563999
744.1462919099937,1000,5.632722854614258,92.034225,92.14519,-93.3092041015625,-3.026283,732.7416501546609,1000,142,567999
734.367436594959,1000,2.248786449432373,94.90497,94.85362,-95.56224060058594,-3.9605558,731.8593075135988,1000,143,571999
736.7362561479252,1000,3.900184154510498,92.95322,93.11245,-94.14138793945312,-3.463394,753.9333284921512,1000,144,575999
747.9007318246508,1000,2.5459773540496826,93.65433,93.70156,-94.47515106201172,-2.9572012,721.6341912261728,1000,145,579999
746.1599684349103,1000,3.1138052940368652,93.70298,93.58675,-94.42899322509766,-3.3626816,744.9390706128876,1000,146,583999
741.5764321492305,1000,6.190072059631348,92.70902,92.75812,-93.67855072021484,-3.1322618,750.6535845511323,1000,147,587999
744.2182949348833,1000,2.6785011291503906,94.17385,93.960724,-94.97332000732422,-3.0179772,746.0934932612488,1000,148,591999
744.7730597721475,1000,4.740475654602051,93.9231,94.08538,-94.71436309814453,-3.0469894,743.2277709038394,1000,149,595999
741.907037550861,1000,4.034074783325195,95.229095,95.17833,-95.94536590576172,-3.283534,752.4860249454183,1000,150,599999
746.4737560175338,1000,2.3824167251586914,94.301346,94.46184,-95.41120910644531,-2.5591204,740.9556746810478,1000,151,603999
756.342066010942,1000,6.628754615783691,92.36569,92.31146,-93.85636138916016,-3.49062,756.8695036764794,1000,152,607999
747.8094855548838,1000,4.383111953735352,92.026566,91.83044,-92.84850311279297,-2.512584,747.9495817701372,1000,153,611999
739.4707815625916,1000,5.129918575286865,92.53886,92.55699,-93.3580322265625,-3.382843,745.0547296507739,1000,154,615999
753.6606329233844,1000,3.5775718688964844,95.62285,95.849724,-96.62548828125,-3.0937278,745.8783931486008,1000,155,619999
742.7046473105385,1000,3.8097872734069824,93.42027,93.6767,-94.82495880126953,-3.3449159,748.6389464897447,1000,156,623999
756.3857330280514,1000,5.136018753051758,93.16869,93.161415,-94.32838439941406,-3.1506994,745.497715793762,1000,157,627999
753.8150754160853,1000,3.7508187294006348,95.47203,95.44535,-96.03345489501953,-2.923487,733.5401189744007,1000,158,631999
749.247569511707,1000,4.937524318695068,93.48027,93.09495,-94.2914810180664,-3.0212684,742.5685726239021,1000,159,635999
756.5574134223256,1000,4.2391557693481445,95.61777,95.69535,-96.52469635009766,-2.6133292,758.327672470761,1000,160,639999
744.3834149232023,1000,3.5491743087768555,95.08607,94.89426,-95.9522933959961,-2.995365,751.5453039657486,1000,161,643999
749.3214516349794,1000,2.820809841156006,95.56309,95.56028,-96.28702545166016,-3.1303382,754.6551800135235,1000,162,647999
750.2037120603422,1000,3.7499125003814697,94.33905,94.48839,-95.27181243896484,-3.5992944,758.3314794774814,1000,163,651999
755.5847809707761,1000,4.717635631561279,94.761765,94.52568,-95.584716796875,-3.1140616,743.4652858735024,1000,164,655999
752.9147667569276,1000,2.869389295578003,95.599915,95.9207,-96.29551696777344,-3.0134666,760.8698658898672,1000,165,659999
756.0692202925883,1000,5.355263710021973,94.252235,93.64345,-94.67634582519531,-3.4004529,763.5790044276707,1000,166,663999
749.1619967049724,1000,3.7114884853363037,92.82953,92.84379,-94.12083435058594,-3.0287638,750.3736141936723,1000,167,667999
757.4708263361548,1000,3.794680118560791,95.28344,95.196815,-96.14411926269531,-3.093136,758.9602161698573,1000,168,671999
762.4752134839457,1000,3.367736339569092,93.36197,93.15312,-94.57129669189453,-2.3662913,760.0113013172366,1000,169,675999
756.3044549362353,1000,2.396648406982422,94.90973,95.020256,-96.07893371582031,-3.291626,779.9483444893937,1000,170,679999
262.0998052096687,369,5.578120231628418,94.43247,94.61244,-95.2906265258789,-3.3105469,761.4742351528904,1000,171,683999
759.0924915738685,1000,3.3686132431030273,94.504745,94.21621,-95.76346588134766,-3.228059,759.3335599865732,1000,172,687999
749.9066905929462,1000,7.00916862487793,95.14934,94.83487,-95.93183135986328,-3.2642887,749.3296811847822,1000,173,691999
756.1088887398581,1000,2.9670329093933105,95.696266,95.706635,-96.36656188964844,-3.570974,758.9113496488839,1000,174,695999
760.6342938006683,1000,9.46145248413086,94.8801,95.13967,-96.01386260986328,-3.0829055,762.5597729764976,1000,175,699999
775.6198148854467,1000,5.971299171447754,94.96568,94.92323,-95.9791030883789,-3.2022576,774.2315212306524,1000,176,703999
760.3420516456943,1000,4.617626667022705,95.03403,95.24161,-96.0480728149414,-3.1240344,748.8383008442495,1000,177,707999
752.1348760063615,1000,7.553040981292725,94.158966,94.12128,-95.21290588378906,-2.928743,754.8343454705049,1000,178,711999
762.4145200670993,1000,8.225695610046387,93.930916,93.62817,-94.73941802978516,-3.2062967,764.5162796046145,1000,179,715999
759.2239627040216,1000,3.1521058082580566,94.82592,94.62429,-95.61097717285156,-3.3657327,768.5504792371491,1000,180,719999
755.949654422396,1000,4.122250556945801,95.251015,95.388084,-96.22273254394531,-3.1858246,764.4419051590291,1000,181,723999
762.6826654615537,1000,3.925122022628784,93.98799,93.890205,-94.75897979736328,-3.5191545,753.0578639627707,1000,182,727999
755.1048032307298,1000,8.700859069824219,93.48423,93.375145,-94.27366638183594,-3.1006677,755.6007691395833,1000,183,731999
757.5987411978202,1000,2.834040641784668,94.96491,94.74371,-95.81700134277344,-3.1451783,756.3006897186154,1000,184,735999
759.1619881354984,1000,2.7564051151275635,94.76996,94.82408,-95.69680786132812,-3.5195136,760.6469232421714,1000,185,739999
765.3568784680547,1000,2.9705123901367188,95.19521,95.11463,-95.82952117919922,-3.6762888,757.0721418457076,1000,186,743999
758.6870167021754,1000,2.9879298210144043,95.26094,95.221794,-96.54747009277344,-3.3935702,755.7819390118251,1000,187,747999
769.5142237974578,1000,4.857366561889648,94.67656,94.52798,-95.53443908691406,-3.3265984,757.5577279901519,1000,188,751999
773.1869343342241,1000,2.3026957511901855,95.70481,95.669044,-96.77365112304688,-3.678647,760.086272397342,1000,189,755999
770.4229841979055,1000,10.085259437561035,95.02943,94.74119,-95.84378051757812,-3.471856,759.7863415263733,1000,190,759999
755.3498280294507,1000,3.7667670249938965,95.58622,95.53037,-96.25772857666016,-3.0904238,767.3318379572617,1000,191,763999
766.1826600668746,1000,3.2951602935791016,94.92966,94.80091,-96.10081481933594,-3.908794,752.0008240557764,1000,192,767999
771.4272417625119,1000,3.0013861656188965,95.53474,95.71801,-96.4129867553711,-3.7061837,764.8548574760181,1000,193,771999
766.7146317596032,1000,5.203829765319824,94.34343,94.37022,-95.61005401611328,-2.914251,759.46077192927,1000,194,775999
758.4870963941767,1000,3.1903724670410156,95.0407,95.0849,-96.04093170166016,-2.967663,755.4996039754357,1000,195,779999
766.4966648487706,1000,3.674765110015869,94.3279,94.15164,-95.40142059326172,-3.4118433,768.3899539056642,1000,196,783999
765.4839070330054,1000,4.625232219696045,95.56927,95.379295,-96.42757415771484,-3.1100962,768.4910448776772,1000,197,787999
760.4043931592856,1000,3.1883833408355713,95.93359,96.10258,-96.78032684326172,-3.4219449,768.9342085126068,1000,198,791999
766.1642545993994,1000,3.3099846839904785,97.60525,97.649284,-98.1578369140625,-3.798571,777.7190420907152,1000,199,795999
778.302551144406,1000,5.919476509094238,94.61517,94.285255,-95.70138549804688,-2.7093647,769.7600356447662,1000,200,799999
756.8831250843588,1000,8.619335174560547,93.83389,93.257744,-94.50126647949219,-3.3233032,769.1555852017631,1000,201,803999
764.1031495522351,1000,3.5436744689941406,95.9451,96.06236,-96.90408325195312,-3.3180108,755.8394717094613,1000,202,807999
763.0228388008932,1000,1.840399980545044,95.424835,95.388664,-96.24947357177734,-3.2832022,763.1277329164651,1000,203,811999
757.5871800062981,1000,3.412924289703369,95.63099,95.64043,-96.46587371826172,-3.2005775,771.3669951516465,1000,204,815999
757.4403840273466,1000,7.916050910949707,93.56205,93.572845,-94.48727416992188,-3.1890278,769.4629060685352,1000,205,819999
751.1905563004236,1000,3.0249927043914795,94.86338,94.86135,-95.32412719726562,-3.9130387,770.7639463290942,1000,206,823999
772.9134567498121,1000,5.203412055969238,93.25381,93.01165,-94.54409790039062,-2.9035165,764.0651625691766,1000,207,827999
768.2737688525574,1000,2.3536009788513184,95.55207,95.76744,-96.55748748779297,-3.466182,767.3846109240307,1000,208,831999
772.7713201407822,1000,3.6776342391967773,95.08012,95.229454,-95.87400817871094,-3.1064405,769.7969090320005,1000,209,835999
771.0257811060584,1000,3.7481184005737305,97.05644,96.9031,-97.74398040771484,-3.8741324,760.9863167966704,1000,210,839999
766.3356593569822,1000,4.022182941436768,93.51695,93.57637,-94.8282241821289,-2.5457067,779.6658629490553,1000,211,843999
777.7118909756239,1000,5.197806358337402,93.086716,93.27859,-94.56153106689453,-2.8662014,765.7320433491341,1000,212,847999
773.9201669279062,1000,11.562597274780273,94.221214,94.42529,-95.51214599609375,-3.61117,764.4117109024639,1000,213,851999
764.6503932440207,1000,2.5348596572875977,96.58799,96.81271,-97.26638793945312,-3.4532578,769.6136773650474,1000,214,855999
772.0953826186314,1000,7.046097755432129,94.76726,94.73442,-95.31306457519531,-2.5834372,764.2478033998837,1000,215,859999
763.9856864282192,1000,5.138012409210205,94.95989,94.79513,-95.67058563232422,-3.540912,764.0706611218894,1000,216,863999
772.263626293761,1000,6.485328197479248,93.004974,92.911026,-93.99365234375,-3.0846293,758.9626490052757,1000,217,867999
775.7014560122074,1000,1.9317525625228882,96.1391,96.430374,-97.10833740234375,-3.2889297,765.1862829984962,1000,218,871999
762.7637722350476,1000,3.2279181480407715,96.797356,96.69197,-97.80208587646484,-3.7127652,771.9818298801939,1000,219,875999
765.3779617124458,1000,5.240445613861084,94.90928,94.76536,-95.26006317138672,-2.928727,764.5052449447104,1000,220,879999
775.5947077903762,1000,2.846688747406006,95.424515,95.14053,-96.31349182128906,-3.5204597,761.8589825862213,1000,221,883999
770.4360974939902,1000,2.5129528045654297,94.94838,95.24731,-96.36196899414062,-3.507742,771.6258585755412,1000,222,887999
769.0885271262894,1000,2.9450197219848633,95.15889,94.91098,-95.69437408447266,-2.9784646,770.8333842240285,1000,223,891999
766.3949122111807,1000,4.448284149169922,95.897125,95.708435,-96.37894439697266,-3.2114913,763.5377273834514,1000,224,895999
767.5408185487539,1000,4.517085075378418,95.77664,95.901886,-96.69829559326172,-3.0727026,775.5838819874565,1000,225,899999
775.7657070494955,1000,2.3411917686462402,95.86227,95.729416,-96.62333679199219,-3.7537606,775.2446330028091,1000,226,903999
776.9262160230654,1000,2.4428296089172363,94.7689,94.73786,-96.310302734375,-3.3454962,768.3254581405978,1000,227,907999
773.8839318437757,1000,2.2569169998168945,95.915344,95.894775,-96.96652221679688,-3.3460357,769.8369088519947,1000,228,911999
761.9000100942231,1000,4.197922706604004,94.03724,94.11376,-95.25271606445312,-3.2011075,779.2942643002303,1000,229,915999
771.3215675924472,1000,4.915142059326172,96.11052,96.086784,-97.2485122680664,-3.1528113,764.2998137548121,1000,230,919999
774.1279604607976,1000,2.441342830657959,94.15341,94.32924,-95.66404724121094,-3.0610385,778.0705213373914,1000,231,923999
776.4158357283044,1000,3.8911819458007812,96.91424,97.074684,-97.85002899169922,-3.242169,772.4439216056797,1000,232,927999
763.98218506757,1000,2.577754497528076,96.09825,95.91152,-97.00454711914062,-3.6235888,773.680756655174,1000,233,931999
776.0745362165914,1000,3.2702488899230957,96.57736,96.52908,-97.268310546875,-4.0607896,772.1085403686637,1000,234,935999
764.3811670096045,1000,5.017366409301758,93.22109,93.74294,-94.53722381591797,-3.1166074,769.2638063137119,1000,235,939999
761.9827506887825,1000,7.100829124450684,96.15594,95.97227,-97.06319427490234,-3.962923,764.5882727807244,1000,236,943999
776.6479240458823,1000,4.29636287689209,96.45853,96.398186,-97.24681091308594,-3.4109123,776.6749064378873,1000,237,947999
777.4934245474215,1000,2.4097323417663574,95.69974,95.627594,-96.48336029052734,-3.0561743,778.9141425294744,1000,238,951999
772.8761596129353,1000,4.020612716674805,95.195564,95.317825,-96.28816223144531,-3.3926842,776.128057793328,1000,239,955999
785.4117425182728,1000,4.3250322341918945,94.12099,94.22451,-95.55497741699219,-3.340669,771.0559210706072,1000,240,959999
778.0164965380084,1000,5.80355167388916,95.467384,95.50506,-96.45704650878906,-3.2597456,765.5740896187598,1000,241,963999
776.5641932567737,1000,9.905818939208984,94.2492,94.11254,-95.07611083984375,-3.8126893,773.9633461552272,1000,242,967999
770.098295523049,1000,5.981950283050537,97.02461,97.102325,-97.8362808227539,-4.0794697,780.0199262175319,1000,243,971999
773.0427542680641,1000,5.721574306488037,93.543816,93.619354,-94.49864959716797,-3.3668242,769.8640423818949,1000,244,975999
779.2247424853649,1000,5.651381015777588,96.25617,96.28408,-96.91020965576172,-3.511076,774.1460985323332,1000,245,979999
739.2171511346944,1000,2.280681610107422,95.81571,96.075165,-97.09452819824219,-2.8343995,776.4843058918148,1000,246,983999
780.4546864194657,1000,4.623754501342773,92.22991,92.19528,-93.26040649414062,-3.108081,776.8258176016401,1000,247,987999
778.3709446016047,1000,3.776914119720459,95.44434,95.743866,-96.72747802734375,-3.741918,772.0863467649973,1000,248,991999
780.494450731018,1000,5.108938217163086,93.81602,93.63622,-94.79157257080078,-3.2669659,782.8939300961597,1000,249,995999
768.1421146442107,1000,4.441953659057617,96.52803,96.535194,-97.1631851196289,-3.148383,776.5484298774032,1000,250,999999
